Артикул;ID KIT;Найден у поставщика;Москва;Владивосток;Фото;Характеристики
00005496;209763;да;4;1;1;6
00004450;209757;да;19;2;1;8
00004310;209756;да;0;2;1;7
00003173;209754;да;9;4;1;6
00003171;209753;да;4;6;1;8
00003169;209752;да;1;2;1;6
00003166;209751;да;0;2;1;6
00002878;209748;да;1;0;1;9
00002687;209745;да;3;8;1;8
00002681;209744;да;1;3;1;9
00201823;209741;да;5;5;1;16
00199790;209740;да;69;112;1;7
11252192;209735;да;7;10;1;20
11252191;209734;да;8;9;1;21
00196802;209731;да;3;3;1;4
00200412;209726;да;12;0;1;8
00198074;209724;да;20;44;1;5
00184245;209722;да;20;15;1;7
00183959;209721;да;10;10;1;9
00183958;209720;да;8;15;1;8
00182595;209718;нет;0;0;1;0
00063242;209717;да;20;248;1;9
00062648;209716;да;113;191;1;9
00062613;209715;да;112;201;1;9
00062592;209714;да;197;175;1;9
00055895;209713;да;0;188;1;13
00197348;209705;да;15;17;1;12
00187681;209703;да;0;2;1;6
00176308;209702;да;2;0;1;6
00176307;209701;да;4;1;1;6
00176303;209700;да;3;1;1;6
00176301;209699;да;8;0;1;6
00018118;209696;да;0;7;1;11
00151371;209695;да;5;5;1;5
00151370;209694;да;10;5;1;5
00151369;209693;нет;0;0;1;0
00199797;209692;да;18;0;1;7
00199795;209691;да;0;27;1;7
00199794;209690;да;4;1;1;7
00199793;209689;да;43;57;1;7
00199792;209688;да;26;46;1;7
00182836;209686;да;179;0;1;12
00182835;209685;да;225;10;1;12
00182832;209684;да;241;0;1;13
00181418;209683;нет;0;0;1;0
00120376;209681;да;10;0;1;9
00013340;209679;нет;0;0;1;0
00200824;209678;нет;0;0;1;0
00200819;209677;да;1;0;1;6
00202655;209663;да;4;4;1;17
00193781;209662;да;1;0;1;9
00191985;209661;да;2;0;1;10
00182311;209659;да;1;0;1;10
11589495;209657;да;2;2;1;29
00193380;209654;да;1;0;1;11
00183098;209649;да;8;0;1;12
00183075;209643;да;2;2;1;12
00183134;209640;нет;0;0;1;0
00183133;209639;да;13;16;1;12
00183132;209638;да;1;3;1;12
00183129;209636;да;0;1;1;13
00183112;209635;да;52;30;1;12
00183111;209634;нет;0;0;1;0
00183110;209633;да;25;20;1;12
00183109;209632;нет;0;0;1;0
00183108;209631;да;8;0;1;12
00201310;209621;нет;0;0;1;0
00200131;209586;да;13;5;1;17
00200096;209585;да;30;6;1;17
00199678;209582;да;1;0;1;19
00199677;209581;да;1;0;1;19
00198939;209576;да;6;0;1;17
00198930;209575;да;5;3;1;16
00198927;209574;нет;0;0;1;0
00196130;209572;да;2;2;1;23
00196129;209571;да;2;0;1;22
00196127;209570;да;2;2;1;23
00196125;209569;да;1;0;1;23
00193194;209564;да;2;0;1;26
00193186;209562;да;2;0;1;24
00193184;209561;да;2;0;1;27
00193183;209560;да;2;0;1;26
00184412;209558;да;2;0;1;26
00184411;209557;нет;0;0;1;0
00184406;209555;да;2;0;1;25
00177138;209536;да;0;12;1;18
00182212;209533;да;0;1;1;6
00202047;209521;да;16;0;1;20
00202046;209520;да;14;19;1;19
00200158;209513;да;8;0;1;16
00200155;209511;да;17;10;1;15
00197335;209490;да;9;11;1;17
00197334;209489;да;0;18;1;16
00182559;209478;да;0;6;1;22
00182558;209477;да;15;16;1;18
00182557;209476;да;90;3;1;21
00182424;209475;да;25;19;1;24
00178246;209474;да;86;60;1;23
00178245;209473;да;15;15;1;18
00178244;209472;да;1;10;1;19
00120427;209469;да;15;11;1;13
11589492;209466;да;1;0;1;28
11589491;209465;нет;0;0;1;0
00192129;209461;нет;0;0;1;0
00172463;209452;да;0;2;1;52
00202106;209448;да;106;81;1;22
00202105;209447;да;110;125;1;21
11589484;209444;да;1;0;1;31
11589483;209443;нет;0;0;1;0
00172483;209426;да;41;26;1;24
00168351;209419;да;16;4;1;20
11589498;209418;да;2;1;1;33
00182001;209417;да;1;0;1;31
00178983;209415;нет;0;0;1;0
00172713;209413;да;1;1;1;40
00202102;209407;да;57;48;1;29
00201187;209404;да;17;26;1;36
11541933;209389;да;3;1;1;34
00180602;209385;да;7;5;1;49
00177574;209383;да;3;4;1;38
00172460;209382;да;5;4;1;33
00202126;209378;да;0;19;1;7
00202125;209377;да;0;20;1;8
00202123;209376;да;0;9;1;7
00202122;209375;да;0;10;1;8
00180903;209374;нет;0;0;1;0
00180901;209373;нет;0;0;1;0
00180900;209372;нет;0;0;1;0
00178266;209368;нет;0;0;1;0
00176686;209367;нет;0;0;1;0
00198403;209364;да;9;9;1;12
00198402;209363;да;0;3;1;13
00198401;209362;да;5;0;1;12
00198400;209361;да;20;10;1;12
00198395;209357;да;22;22;1;12
00198385;209347;да;14;0;1;12
00197900;209332;да;15;11;1;7
00197890;209331;да;0;16;1;7
00179464;209330;нет;0;0;1;0
00100991;209328;да;20;2;1;14
00173219;209327;да;1;1;1;22
00165343;209325;нет;0;0;1;0
00193440;209321;да;2;0;1;17
00193439;209320;да;6;0;1;17
00193438;209319;да;1;1;1;17
00193437;209318;да;2;0;1;18
11515470;209317;да;0;2;1;17
00186955;209316;да;2;1;1;19
00181922;209315;да;2;1;1;21
00181920;209314;да;2;1;1;21
00181708;209313;да;2;5;1;21
00181707;209312;да;15;5;1;21
00177982;209311;да;1;0;1;21
00175665;209310;да;3;0;1;20
00195649;209309;да;1;1;1;21
00185301;209308;да;1;2;1;25
00181923;209307;нет;0;0;1;0
00180138;209306;да;1;0;1;21
00180137;209305;да;1;0;1;21
00176604;209304;да;0;1;1;24
00176603;209303;да;1;1;1;24
00176602;209302;да;3;3;1;24
00175674;209301;да;4;3;1;22
00175673;209300;да;3;0;1;22
00175669;209299;да;5;3;1;23
00175667;209298;да;7;1;1;22
00175666;209297;да;1;1;1;23
00113947;209296;да;1;2;1;37
00113946;209295;да;1;0;1;37
00075786;209294;нет;0;0;1;0
25302;209293;да;1;0;1;37
00184655;209288;да;14;16;1;10
00175689;209287;да;15;6;1;10
00188684;209281;да;12;12;1;9
00176608;209275;да;1;1;1;10
00199502;209259;да;2;3;1;6
00199007;209258;да;2;1;1;6
00196879;209257;да;1;2;1;4
00192869;209255;да;0;2;1;4
00191714;209254;да;9;0;1;5
00187306;209252;да;1;1;1;5
00186579;209251;нет;0;0;1;0
00179321;209245;да;1;3;1;4
00179218;209244;да;0;1;1;5
00178769;209240;да;28;21;1;9
00174176;209239;да;3;4;1;9
00001405;209238;да;1;12;1;4
00165997;209235;да;5;12;1;10
00160162;209233;да;0;3;1;10
00160161;209232;нет;0;0;1;0
11591404;209231;да;0;1;1;16
11591403;209230;да;1;0;1;16
11591395;209229;да;0;1;1;14
00103641;209227;да;0;2;1;24
00202229;209226;да;0;1;0;5
00159864;209225;да;4;2;1;20
00066347;209224;да;0;9;1;25
00066346;209223;да;1;3;1;22
00066345;209222;да;2;1;1;27
00200273;209221;нет;0;0;1;0
00200272;209220;да;10;11;1;23
00200271;209219;да;15;7;1;23
11591362;209218;да;0;5;1;19
00192116;209217;нет;0;0;1;0
00191707;209216;да;5;4;1;22
00186576;209215;да;0;7;1;23
00182238;209214;да;2;5;1;21
00181333;209213;да;1;1;1;24
00181330;209212;да;1;2;1;22
00178766;209211;да;1;1;1;24
00160160;209210;да;2;2;1;24
00160159;209209;да;4;7;1;26
00159860;209208;да;3;2;1;22
00159859;209207;да;4;3;1;22
00159858;209206;да;2;6;1;23
00159855;209205;да;7;5;1;21
00103639;209204;да;5;5;1;29
00103638;209203;да;1;6;1;29
00142470;209202;нет;0;0;1;0
00199400;209200;нет;0;0;1;0
00187305;209199;да;1;7;1;6
00181423;209198;нет;0;0;1;0
00178183;209197;да;0;1;1;9
00178171;209196;да;0;1;1;9
00187446;209192;да;14;10;1;11
00179119;209190;да;7;17;1;12
00179114;209188;нет;0;0;1;0
00173347;209187;да;20;0;1;10
00202104;209186;да;29;28;1;6
00202103;209185;да;25;30;1;6
00177581;209184;да;122;162;1;8
00201804;209181;да;4;4;1;3
11541944;209172;да;7;9;1;4
00184099;209171;да;0;1;1;3
00203631;209168;да;10;10;1;14
00165076;209162;нет;0;0;1;0
00138900;209160;да;0;2;1;19
00138899;209159;нет;0;0;1;0
00104973;209157;нет;0;0;1;0
00104966;209156;нет;0;0;1;0
00146390;209155;нет;0;0;1;0
00138896;209152;да;1;5;1;20
00176266;209146;да;31;0;1;9
00201755;209145;нет;0;0;0;0
00201754;209144;нет;0;0;0;0
11539118;209143;да;2;2;1;6
00177361;209135;да;6;0;1;5
11538633;209133;да;2;1;1;8
11538629;209132;да;0;2;1;8
11538625;209131;да;0;2;1;8
00189547;209130;да;0;2;1;9
11656452;209127;нет;0;0;1;0
11656451;209126;нет;0;0;1;0
11656450;209125;нет;0;0;1;0
11656449;209124;нет;0;0;1;0
11656448;209123;нет;0;0;1;0
11656447;209122;нет;0;0;1;0
11656446;209121;нет;0;0;1;0
11656445;209120;нет;0;0;1;0
11656444;209119;нет;0;0;1;0
11656443;209118;нет;0;0;1;0
11656442;209117;нет;0;0;1;0
11656441;209116;нет;0;0;1;0
11656440;209115;нет;0;0;1;0
11538592;209114;да;6;0;1;20
11538584;209113;да;3;4;1;20
11538582;209112;да;1;0;1;20
00186099;209111;да;1;3;1;22
00186098;209110;да;5;8;1;23
00186097;209109;да;3;0;1;23
00185303;209108;да;3;2;1;25
00182173;209107;да;4;3;1;25
00181712;209106;нет;0;0;1;0
00175995;209105;нет;0;0;1;0
00175990;209104;да;4;0;1;21
00175989;209103;да;2;1;1;25
00202774;209102;да;0;4;1;4
00187849;209090;да;46;30;1;5
00178844;209088;да;0;2;1;4
00175653;209085;да;7;0;1;6
00175652;209084;да;4;3;1;6
00174255;209082;нет;0;0;1;0
00174244;209081;нет;0;0;1;0
00174238;209076;да;4;6;1;7
00174237;209075;да;2;1;1;7
00174218;209071;нет;0;0;1;0
00174214;209067;да;5;1;1;9
00202765;209056;нет;0;0;1;0
00175654;209053;да;0;1;1;11
00173016;209050;да;5;0;1;11
00199407;209047;да;0;2;1;7
00197925;209044;нет;0;0;1;0
00174253;209042;да;9;7;1;7
00174251;209041;да;5;2;1;7
00174248;209040;да;1;0;1;8
00174240;209036;да;0;1;1;7
00174233;209033;да;2;2;1;8
00174229;209031;да;1;0;1;8
00173021;209027;да;2;8;1;6
00199404;209026;нет;0;0;1;0
00199403;209025;нет;0;0;1;0
00199399;209024;нет;0;0;1;0
00194250;209023;да;0;1;1;13
00182037;209022;нет;0;0;1;0
00180206;209021;да;0;1;1;15
00174794;209020;да;1;1;1;13
00174195;209018;да;0;1;1;13
00174194;209017;да;5;1;1;13
00188848;209016;да;1;2;1;10
00188846;209015;нет;0;0;1;0
00182033;209014;да;1;0;1;12
00175651;209013;да;1;0;1;13
00175650;209012;да;1;0;1;12
00175649;209011;нет;0;0;1;0
00175122;209010;да;1;0;1;13
00174204;209009;да;1;0;1;13
00174203;209008;нет;0;0;1;0
11659437;209006;да;3;0;1;4
11659436;209005;да;10;6;1;4
11650281;209004;да;2;1;1;5
11650279;209003;да;0;5;1;5
11650277;209002;да;2;0;1;5
11650276;209001;нет;0;0;1;0
11650275;209000;да;2;0;1;5
11650273;208999;да;5;4;1;5
11650271;208998;нет;0;0;1;0
11650268;208997;нет;0;0;1;0
11650266;208996;нет;0;0;1;0
11650265;208995;да;4;0;1;5
11650258;208994;да;10;1;1;5
11650257;208993;нет;0;0;1;0
00199634;208992;да;20;25;1;5
00165603;208971;да;0;2;1;6
00160434;208966;нет;0;0;1;0
00009298;208965;нет;0;0;1;0
00198515;208964;да;0;20;1;6
00196330;208957;да;1;0;1;20
00196328;208955;да;3;2;1;24
11589275;208953;нет;0;0;1;0
11589274;208952;да;1;0;1;26
11665887;208944;да;1;3;1;3
11665878;208943;да;1;1;1;3
11665826;208942;да;5;3;1;3
11665821;208941;да;1;3;1;3
11665809;208940;да;5;15;1;3
11608114;208934;да;3;1;1;4
11607876;208928;да;0;1;1;4
11607864;208927;нет;0;0;1;0
11607854;208925;да;1;2;1;4
11607853;208924;да;1;1;1;4
11607738;208922;да;1;2;1;4
00073026;208910;да;0;49;1;5
11595383;208895;да;3;5;1;7
11301363;208892;да;0;1;1;6
11296833;208891;да;0;1;1;6
11296832;208890;да;1;3;1;6
11291682;208888;да;1;3;1;6
11291681;208887;да;0;1;1;6
00198487;208879;нет;0;0;1;0
00194869;208877;да;1;1;1;17
00194868;208876;да;1;1;1;17
00194866;208875;да;0;1;1;17
11208041;208867;нет;0;0;1;0
11208039;208866;нет;0;0;1;0
00164220;208865;да;7;5;1;7
00159836;208864;нет;0;0;1;0
00159835;208863;нет;0;0;1;0
00159834;208862;да;4;1;1;7
00159833;208861;да;10;2;1;6
00159831;208860;да;2;0;1;8
00159830;208859;нет;0;0;1;0
00159829;208858;да;0;3;1;10
00110763;208856;да;16;7;1;11
00017508;208855;нет;0;0;1;0
00007739;208852;нет;0;0;1;0
00007738;208851;нет;0;0;1;0
00200659;208850;нет;0;0;1;0
00199835;208846;да;38;47;1;10
00199834;208845;да;0;16;1;10
00199749;208841;нет;0;0;1;0
00198503;208837;да;0;1;1;13
00198500;208834;нет;0;0;1;0
00198499;208833;нет;0;0;1;0
00198498;208832;нет;0;0;1;0
00191846;208829;да;0;3;1;17
00174605;208823;да;16;8;1;19
00174598;208821;нет;0;0;1;0
00174570;208814;да;22;10;1;19
00174567;208813;да;10;6;1;18
00174559;208808;да;18;11;1;18
00201661;208753;да;0;8;1;10
00201658;208752;нет;0;0;1;0
00156905;208747;да;20;16;1;7
00000602;208745;да;0;131;1;13
00201446;208744;да;9;1;1;13
00201443;208743;да;26;11;1;13
00201440;208742;да;0;1;1;13
00201437;208741;да;58;40;1;13
00201434;208740;да;49;35;1;13
00201431;208739;да;30;13;1;13
00201428;208738;да;42;14;1;13
00201425;208737;да;62;34;1;13
00201422;208736;да;0;35;1;13
00201419;208735;да;87;45;1;13
00201416;208734;да;90;45;1;13
00201413;208733;да;222;45;1;12
00197865;208732;да;58;21;1;18
00197864;208731;нет;0;0;1;0
00197863;208730;да;9;11;1;16
00197862;208729;да;0;9;1;18
00197861;208728;да;15;23;1;19
00195786;208727;да;76;50;1;15
00195785;208726;да;1;48;1;15
00195784;208725;да;7;20;1;15
00193101;208723;нет;0;0;1;0
00192692;208722;да;34;38;1;14
00192691;208721;нет;0;0;1;0
11550328;208720;да;1;0;1;16
11550326;208719;да;6;5;1;15
00180526;208706;да;18;15;1;16
00180524;208705;нет;0;0;1;0
00180523;208704;да;5;0;1;16
00180522;208703;да;4;0;1;15
00180520;208702;да;5;0;1;15
00180519;208701;да;1;0;1;16
00074098;208700;нет;0;0;1;0
00198384;208698;да;1;3;1;12
00198383;208697;да;20;8;1;11
00198382;208696;да;1;2;1;12
00198381;208695;да;49;0;1;11
00197877;208694;да;28;23;1;11
00182432;208693;да;20;16;1;13
00182430;208692;да;2;0;1;13
00182429;208691;да;12;0;1;13
00178365;208690;да;7;0;1;14
00178364;208689;да;18;6;1;14
00129299;208688;да;85;81;1;15
00007742;208687;да;15;11;1;16
00006396;208686;да;32;23;1;14
00002483;208685;да;21;13;1;14
00200591;208684;да;1;0;1;10
00200589;208683;нет;0;0;1;0
00200588;208682;да;2;0;1;10
00200437;208681;да;14;10;1;10
00200434;208680;да;9;10;1;10
00199574;208679;да;99;45;1;10
00197859;208678;да;64;22;1;14
00197858;208677;да;33;18;1;15
00197856;208676;да;45;7;1;15
00197855;208675;да;19;9;1;15
00197854;208674;да;20;20;1;14
00197853;208673;да;186;125;1;15
00197852;208672;да;47;8;1;14
00197851;208671;да;27;6;1;15
00197850;208670;да;35;0;1;14
00196472;208669;да;0;1;1;14
00182394;208668;да;16;12;1;15
00174035;208667;да;37;14;1;14
00117656;208666;да;0;10;1;18
00117655;208665;да;23;6;1;18
00117653;208663;нет;0;0;1;0
00117652;208662;да;20;20;1;18
00117651;208661;нет;0;0;1;0
00117647;208660;да;26;33;1;18
00117645;208659;нет;0;0;1;0
00117644;208658;да;44;41;1;18
00117643;208657;нет;0;0;1;0
00117641;208656;да;75;62;1;19
00117638;208655;да;0;18;1;19
00117636;208654;нет;0;0;1;0
00117634;208653;да;51;31;1;19
00117630;208652;да;0;3;1;19
00117629;208651;да;4;7;1;19
00117627;208650;да;131;94;1;19
00117603;208649;нет;0;0;1;0
00117575;208648;нет;0;0;1;0
00117577;208647;да;48;0;1;19
00117572;208646;да;0;1;1;19
00117562;208645;да;15;1;1;19
00117561;208644;да;27;21;1;19
00117559;208643;да;1;0;1;19
00003740;208642;да;10;0;1;15
00197882;208641;да;114;0;1;4
00197881;208640;да;205;1;1;4
00197868;208639;да;38;1;1;6
00197849;208638;да;9;10;1;6
00197848;208637;да;9;19;1;5
00197847;208636;да;27;17;1;5
00197846;208635;да;6;10;1;5
00197845;208634;да;6;19;1;5
00197844;208633;да;40;30;1;5
00197843;208632;да;17;0;1;4
00193116;208623;да;69;70;1;18
00186137;208622;да;0;1;1;11
11208917;208618;да;9;6;1;19
00192065;208577;да;30;9;1;14
00186135;208576;да;1;0;1;16
00182568;208572;да;0;9;1;15
00182536;208570;да;0;4;1;19
00178213;208565;нет;0;0;1;0
00178212;208564;да;0;33;1;20
00165083;208563;нет;0;0;1;0
11208952;208562;да;41;31;1;18
11208936;208560;нет;0;0;1;0
11208935;208559;нет;0;0;1;0
00151390;208555;нет;0;0;1;0
00151388;208554;нет;0;0;1;0
00102603;208553;нет;0;0;1;0
00102557;208552;да;0;4;1;24
00102465;208551;нет;0;0;1;0
00102464;208550;да;4;7;1;23
00194808;208511;нет;0;0;1;0
00194201;208510;да;3;3;1;11
00186136;208506;нет;0;0;1;0
00186134;208505;да;1;0;1;12
00186133;208504;да;1;0;1;12
00182563;208497;да;46;8;1;19
00182562;208496;да;47;7;1;18
00182533;208494;да;0;28;1;21
00182530;208492;да;2;1;1;19
00182528;208491;нет;0;0;1;0
00181159;208488;да;37;30;1;15
00178221;208482;да;20;14;1;18
00177124;208481;да;24;3;1;17
00165082;208475;нет;0;0;1;0
00143700;208471;да;35;0;1;16
00102587;208466;нет;0;0;1;0
00102459;208465;да;3;1;1;21
00102433;208464;да;1;0;1;21
00201188;208456;да;14;13;1;13
00164458;208454;да;7;21;1;16
00201648;208453;да;1;11;1;11
00197699;208452;нет;0;0;1;0
00004772;208444;да;40;24;1;8
00004771;208443;нет;0;0;1;0
00004770;208442;да;0;4;1;13
00004763;208438;да;7;0;1;14
00178373;208432;да;18;0;1;8
00161118;208427;да;0;148;1;7
00127740;208425;да;0;334;1;9
00127739;208424;да;0;34;1;12
00090759;208423;да;0;200;1;10
00120432;208421;да;30;129;1;11
00199569;208420;нет;0;0;1;0
00195095;208419;да;48;9;1;10
00195094;208418;да;12;15;1;10
00195093;208417;да;60;35;1;9
00195092;208416;да;31;11;1;5
00191213;208415;да;51;29;1;5
00178295;208414;да;0;7;1;7
00196843;208412;да;4;11;1;8
00196808;208411;да;0;1;1;5
00035117;208404;да;3;0;1;11
00196841;208403;да;13;12;1;6
00183956;208397;да;10;0;1;9
00182374;208396;да;14;18;1;11
00035131;208378;нет;0;0;1;0
00196847;208369;да;10;7;1;6
00196845;208367;да;0;5;1;6
00202668;208360;нет;0;0;1;0
00199960;208358;да;11;23;1;7
00199926;208357;да;30;23;1;9
00199766;208356;нет;0;0;1;0
00199339;208355;да;48;50;1;7
00196869;208353;да;134;70;1;8
00194271;208351;да;134;5;1;8
00194265;208350;да;6;3;1;11
00194258;208349;да;15;9;1;8
00193766;208348;да;0;7;1;7
00191842;208346;да;0;7;1;9
00189545;208345;да;0;3;1;9
00183763;208342;да;30;40;1;7
00183762;208341;нет;0;0;1;0
00183752;208340;нет;0;0;1;0
00182829;208339;да;480;188;1;12
00181158;208337;да;30;10;1;10
00178355;208336;да;38;18;1;10
00178354;208335;да;70;41;1;8
00143249;208334;да;8;1;1;9
00201458;208331;да;17;4;1;6
00201455;208330;да;20;2;1;6
00201449;208329;да;17;2;1;7
00201028;208328;да;30;10;1;6
00201025;208327;да;29;10;1;6
00201022;208326;да;29;11;1;6
00201019;208325;да;29;0;1;6
00201016;208324;да;29;5;1;5
00195932;208321;да;20;20;1;6
00195931;208320;да;0;9;1;6
00195930;208319;да;20;26;1;6
00203015;208316;да;1;2;1;8
00203012;208315;да;3;1;1;8
00203009;208314;да;0;3;1;8
00203006;208313;да;2;2;1;8
00203003;208312;да;3;2;1;8
00203175;208311;да;1;0;1;9
00194296;208307;да;2;2;1;10
00194287;208306;да;2;2;1;11
00194284;208305;да;4;4;1;11
00202666;208303;да;30;40;1;14
00202665;208302;да;31;30;1;14
00201226;208301;да;27;15;1;12
00201214;208300;да;27;15;1;12
00201146;208299;да;50;0;1;11
00200480;208297;да;9;10;1;11
00193779;208283;да;70;43;1;11
00193778;208282;да;40;8;1;11
00190254;208281;да;35;116;1;10
00184216;208278;да;6;0;1;7
00183328;208277;нет;0;0;1;0
00183317;208276;да;6;3;1;13
00183316;208275;да;3;1;1;12
00181932;208273;да;3;10;1;14
00181931;208272;да;20;2;1;14
00181930;208271;нет;0;0;1;0
00181929;208270;да;61;3;1;14
00178209;208268;да;8;24;1;13
00178208;208267;да;33;61;1;13
00176285;208262;да;4;4;1;13
00176282;208260;нет;0;0;1;0
00176279;208257;да;2;0;1;13
00176271;208253;да;60;0;1;14
00176269;208252;да;7;1;1;14
00175874;208248;нет;0;0;1;0
00175872;208247;нет;0;0;1;0
00173962;208245;да;30;35;1;12
00173958;208242;да;111;169;1;14
00003578;208240;да;8;1;1;14
00002997;208239;да;2;1;1;14
11252394;208237;да;79;78;1;13
00165629;208235;да;72;26;1;9
00161201;208229;да;54;30;1;10
00160936;208228;нет;0;0;1;0
00160934;208227;нет;0;0;1;0
00160933;208226;да;10;4;1;14
00160401;208223;да;36;17;1;15
00136066;208222;да;12;9;1;15
00120437;208221;да;0;194;1;15
00120436;208220;да;0;20;1;15
00194178;208208;да;0;7;1;7
00195942;208207;да;10;9;1;6
00195941;208206;да;3;0;1;6
00195939;208205;да;8;0;1;6
00195936;208204;нет;0;0;1;0
00195935;208203;да;4;0;1;6
00195934;208202;да;5;10;1;6
00195933;208201;да;5;3;1;6
11550226;208200;да;2;0;1;7
11550225;208199;да;8;0;1;8
11550170;208198;да;8;0;1;7
11550169;208197;да;1;1;1;6
11550168;208196;нет;0;0;1;0
11550162;208195;да;3;0;1;7
11550159;208194;да;1;0;1;7
00142099;208193;нет;0;0;1;0
00199930;208192;да;0;8;1;7
00144318;208191;да;6;0;1;7
00062153;208189;да;15;0;1;9
00062117;208188;да;10;0;1;9
00062100;208187;да;13;9;1;9
00062095;208186;да;4;0;1;9
00062066;208185;да;5;0;1;9
00196779;208184;нет;0;0;1;0
00195861;208183;нет;0;0;1;0
00195860;208182;да;7;9;1;8
00195859;208181;да;12;10;1;8
00195856;208178;да;5;2;1;5
00195855;208177;нет;0;0;1;0
00195854;208176;да;4;0;1;8
00195853;208175;да;6;4;1;7
00195852;208174;да;6;2;1;7
00193308;208172;да;3;1;1;5
00193298;208171;да;0;1;1;8
00201191;208169;да;10;8;1;5
00199934;208168;да;3;10;1;7
00199933;208167;да;0;13;1;7
00199932;208166;да;4;10;1;7
00199920;208160;да;6;8;1;5
00195421;208143;да;393;596;1;10
00195420;208142;да;53;602;1;10
00195418;208141;да;45;40;1;11
00195417;208140;да;0;9;1;9
00194176;208138;да;2;3;1;7
00185239;208136;да;60;45;1;7
00183946;208133;да;16;8;1;7
00175914;208131;да;42;7;1;9
00175913;208130;да;149;111;1;9
00175912;208129;да;48;16;1;9
00175911;208128;да;130;98;1;10
00175910;208127;да;123;54;1;9
00175909;208126;да;59;40;1;9
00175908;208125;да;134;90;1;9
00175854;208124;да;143;39;1;9
00120435;208120;да;33;10;1;12
00006293;208115;да;463;36;1;9
00002462;208114;нет;0;0;1;0
00003731;208113;да;1681;1065;1;9
00193762;208108;нет;0;0;1;0
00193761;208107;нет;0;0;1;0
00193760;208106;нет;0;0;1;0
00176321;208105;нет;0;0;1;0
00199688;208102;нет;0;0;1;0
00188979;208100;да;3;0;1;17
00182161;208098;да;48;5;1;6
00185516;208096;да;56;21;1;8
00185515;208095;да;14;5;1;8
00165401;208094;да;3;0;1;5
00142081;208093;да;10;0;1;9
00088006;208092;да;346;290;1;8
00062027;208091;да;19;8;1;9
00196755;208090;нет;0;0;1;0
00193309;208088;да;0;4;1;7
00195952;208086;да;15;2;1;10
00195964;208080;нет;0;0;1;0
00175969;208076;да;2;9;1;11
00196760;208068;нет;0;0;1;0
00199259;208062;да;1;0;1;9
00199258;208061;да;0;1;1;9
00193319;208060;да;0;1;1;10
11550247;208059;да;0;1;1;10
00183923;208055;да;27;7;1;8
00178434;208053;да;9;9;1;9
00178433;208052;да;3;3;1;9
00195945;208046;да;0;1;1;10
00196763;208043;да;0;1;1;8
00196762;208042;да;1;0;1;8
00193470;208040;да;15;22;1;10
00193403;208039;да;18;18;1;10
00194186;208038;да;7;2;1;15
00194185;208037;нет;0;0;1;0
00194184;208036;да;0;4;1;14
00193754;208035;нет;0;0;1;0
11550357;208034;да;88;62;1;15
11550355;208033;да;7;10;1;13
11550354;208032;да;9;4;1;12
11550353;208031;да;17;9;1;9
11550352;208030;да;10;0;1;14
00178288;208028;нет;0;0;1;0
00186523;208024;да;38;54;1;9
00186522;208023;да;24;10;1;9
00089943;208020;да;1;0;1;9
00062114;208019;да;2;0;1;9
00062025;208018;да;12;12;1;11
00062023;208017;да;4;2;1;10
00062021;208016;да;2;0;1;8
00092034;208013;да;15;13;1;10
00091993;208012;да;10;0;1;10
00201694;208011;нет;0;0;1;0
00192924;208010;да;9;6;1;8
00192923;208009;да;16;6;1;8
00183957;208008;да;16;54;1;6
00182572;208007;да;121;70;1;8
00182571;208006;да;228;85;1;8
00178235;208001;да;32;4;1;8
00090755;207995;нет;0;0;1;0
00013339;207994;да;16;119;1;13
00178252;207993;нет;0;0;1;0
00123779;207989;да;35;0;1;24
00121942;207986;да;50;113;1;6
00167135;207985;да;0;23;1;5
00127865;207984;да;0;1;1;11
00127864;207983;да;1;0;1;10
00097258;207982;да;2;0;1;11
00097256;207981;да;5;0;1;11
00097253;207980;да;149;122;1;9
00196867;207979;да;4;3;1;10
00196813;207978;да;30;31;1;6
00196812;207977;да;25;23;1;9
00196811;207976;да;20;25;1;9
00195451;207975;да;2;6;1;6
00194070;207974;нет;0;0;1;0
00194069;207973;нет;0;0;1;0
00194068;207972;да;16;4;1;7
00193755;207971;да;0;22;1;11
00187270;207970;да;1;3;1;8
00183932;207969;да;40;12;1;9
00183930;207968;да;52;44;1;10
00183929;207967;да;21;12;1;9
00183928;207966;да;0;4;1;9
00183927;207965;да;254;350;1;8
00174006;207964;да;229;232;1;8
00150386;207963;да;368;280;1;7
00082977;207962;нет;0;0;1;0
00120388;207961;да;994;390;1;8
00120387;207960;да;354;1012;1;9
00120385;207959;да;516;200;1;12
00120384;207958;да;72;0;1;12
00120378;207957;да;634;31;1;11
00120377;207956;да;100;86;1;10
00035114;207954;нет;0;0;1;0
00153824;207953;да;1;1;1;5
00153823;207952;да;1;1;1;5
00128088;207951;да;1;2;1;5
00202934;207948;да;10;0;1;8
00188361;207938;да;4;4;1;9
00169097;207909;да;7;4;1;13
00169094;207906;да;2;1;1;10
00169090;207903;да;46;37;1;10
00095978;207898;да;1;1;1;10
00095976;207897;нет;0;0;1;0
00095974;207895;да;4;1;1;10
00095973;207894;да;7;4;1;11
00095972;207893;да;13;6;1;11
00095971;207892;да;23;13;1;11
00095970;207891;да;7;5;1;11
00064307;207886;да;1;0;1;14
00064306;207885;нет;0;0;1;0
00064298;207882;да;1;2;1;14
00064296;207881;да;16;8;1;13
00169819;207839;нет;0;0;1;0
00129407;207835;да;1;1;1;13
